time,precipitation_mm
2010-05-11,0.6110475
2010-05-12,0.46860525
2010-05-13,0.21300049
2010-05-14,0.33993095
2010-05-15,0.1811551
2010-05-16,1.1349102
2010-05-17,1.1356802
2010-05-18,0.21671547
2010-05-19,0.013787033
2010-05-20,0.28126517
2010-05-21,0.017191062
2010-05-22,0.0021085143
2010-05-23,0.040293626
2010-05-24,0.15025835
2010-05-25,0.19241896
2010-05-26,1.9487478
2010-05-27,1.8062134
2010-05-28,0.5595286
2010-05-29,5.467528
2010-05-30,1.1023253
2010-05-31,0.39617035
2010-06-01,4.920939
2010-06-02,0.007556219
2010-06-03,0.0
2010-06-04,0.0
2010-06-05,0.34799072
2010-06-06,6.7330947
2010-06-07,2.2661016
2010-06-08,8.718615
2010-06-09,2.0103726
2010-06-10,1.6816928
2010-06-11,4.492623
2010-06-12,0.18683182
2010-06-13,1.2230414
2010-06-14,1.1453834
2010-06-15,0.049664773
2010-06-16,0.00038237445
2010-06-17,0.0019223385
2010-06-18,0.68484014
2010-06-19,1.017048
2010-06-20,0.13073817
2010-06-21,0.025041312
2010-06-22,0.00087828154
2010-06-23,-4.4703484e-05
2010-06-24,0.25621352
2010-06-25,0.04222732
2010-06-26,0.14944011
2010-06-27,0.055066444
2010-06-28,0.32921445
2010-06-29,3.144768
2010-06-30,0.12122706
2010-07-01,0.13259558
2010-07-02,0.7668452
2010-07-03,0.06365448
2010-07-04,0.027796164
2010-07-05,0.19532399
2010-07-06,0.004457842
2010-07-07,0.8372759
2010-07-08,0.09930506
2010-07-09,0.49340394
2010-07-10,0.021372257
2010-07-11,0.05228427
2010-07-12,4.6906347
2010-07-13,3.1761947
2010-07-14,3.400604
2010-07-15,2.0819206
2010-07-16,3.5858662
2010-07-17,0.5472627
2010-07-18,0.5584107
2010-07-19,0.44844443
2010-07-20,3.923226
2010-07-21,0.61165416
2010-07-22,3.416685
2010-07-23,0.36069885
2010-07-24,0.18510976
2010-07-25,0.96158373
2010-07-26,0.89895993
2010-07-27,2.5362167
2010-07-28,0.38801056
2010-07-29,0.4714337
2010-07-30,2.3020053
2010-07-31,1.3662999
2010-08-01,0.59639406
2010-08-02,1.9059291
2010-08-03,0.25948447
2010-08-04,5.311419
2010-08-05,0.25312144
2010-08-06,1.6699455
2010-08-07,2.4429066
2010-08-08,0.031063154
2010-08-09,0.5958898
2010-08-10,5.1290994
2010-08-11,0.651496
2010-08-12,2.4639163
2010-08-13,9.777197
2010-08-14,3.728849
2010-08-15,0.393977
2010-08-16,0.095242724
2010-08-17,2.06072
2010-08-18,0.496432
2010-08-19,1.8968762
2010-08-20,2.6889544
2010-08-21,2.90522
2010-08-22,2.0655944
2010-08-23,19.370628
2010-08-24,0.5815304
2010-08-25,10.636836
2010-08-26,8.967154
2010-08-27,3.717464
2010-08-28,0.68290406
2010-08-29,2.6649764
2010-08-30,0.48501596
2010-08-31,0.008356181
2010-09-01,-4.4703484e-05
2010-09-02,0.09269906
2010-09-03,0.038683414
2010-09-04,0.059578925
2010-09-05,0.5236675
2010-09-06,6.672857
2010-09-07,7.244529
2010-09-08,3.2633855
2010-09-09,1.0050445
2010-09-10,3.3728237
2010-09-11,3.209372
2010-09-12,0.20939422
2010-09-13,2.478463
2010-09-14,2.1474137
2010-09-15,0.95078707
2010-09-16,0.6799103
2010-09-17,0.12476777
2010-09-18,0.51933664
2010-09-19,4.647425
2010-09-20,1.7545681
2010-09-21,0.061557498
2010-09-22,0.5781217
2010-09-23,5.1184707
2010-09-24,4.152699
2010-09-25,0.7940727
2010-09-26,4.24709
2010-09-27,2.0388505
2010-09-28,0.47314999
2010-09-29,14.072636
2010-09-30,0.40420464
2010-10-01,18.715761
2010-10-02,6.7502384
2010-10-03,9.090706
2010-10-04,2.4306653
2010-10-05,1.2999184
2010-10-06,6.308249
2010-10-07,0.31031188
2010-10-08,0.2854032
2010-10-09,0.2435878
2010-10-10,0.005755485
2010-10-11,0.044945985
2010-10-12,0.08910947
2010-10-13,0.24350609
2010-10-14,0.4964464
2010-10-15,2.1160622
2010-10-16,0.8059921
2010-10-17,0.24596602
2010-10-18,1.33052
2010-10-19,2.6506302
2010-10-20,1.1359552
2010-10-21,0.7794045
2010-10-22,1.2025537
2010-10-23,7.9161654
2010-10-24,1.7683046
2010-10-25,0.060375247
2010-10-26,7.1890554
2010-10-27,1.0110037
2010-10-28,0.39111558
2010-10-29,2.304484
2010-10-30,0.5379658
2010-10-31,1.500845
2010-11-01,0.37235743
2010-11-02,1.5941865
2010-11-03,1.3872279
2010-11-04,3.9292238
2010-11-05,3.1405375
2010-11-06,3.3150425
2010-11-07,1.588669
2010-11-08,10.858623
2010-11-09,6.1417007
2010-11-10,0.77466613
2010-11-11,8.153005
2010-11-12,3.541929
2010-11-13,2.974633
2010-11-14,5.861854
2010-11-15,1.0525335
2010-11-16,0.22367202
2010-11-17,3.5978541
2010-11-18,2.9858615
2010-11-19,1.5220748
2010-11-20,1.0111367
2010-11-21,1.8586357
2010-11-22,2.0327587
2010-11-23,1.7421317
2010-11-24,1.9630364
2010-11-25,2.9156327
2010-11-26,0.86587155
2010-11-27,4.071966
2010-11-28,2.8284025
2010-11-29,4.4242206
2010-11-30,4.965762
2010-12-01,4.8146334
2010-12-02,4.401475
2010-12-03,1.1561841
2010-12-04,6.946056
2010-12-05,2.499968
2010-12-06,0.21073036
2010-12-07,0.76635635
2010-12-08,1.6715114
2010-12-09,0.2818083
2010-12-10,0.09352838
2010-12-11,0.13297132
2010-12-12,0.10521409
2010-12-13,1.9741342
2010-12-14,0.9334133
2010-12-15,1.721484
2010-12-16,6.377562
2010-12-17,2.1627028
2010-12-18,3.393266
2010-12-19,2.8280263
2010-12-20,2.1855433
2010-12-21,1.1292313
2010-12-22,1.3371402
2010-12-23,0.9495096
2010-12-24,1.8840796
2010-12-25,0.31229427
2010-12-26,0.048202686
2010-12-27,0.60241467
2010-12-28,5.6966968
2010-12-29,0.6484867
2010-12-30,0.21620645
2010-12-31,0.2890977
2011-01-01,0.85224015
2011-01-02,0.8247678
2011-01-03,0.32133627
2011-01-04,1.6462487
2011-01-05,4.619572
2011-01-06,4.7972198
2011-01-07,6.7915144
2011-01-08,3.7832682
2011-01-09,0.13386476
2011-01-10,4.1178565
2011-01-11,4.9242835
2011-01-12,9.027769
2011-01-13,4.6517615
2011-01-14,3.3595622
2011-01-15,0.98115534
2011-01-16,0.94741315
2011-01-17,6.5516977
2011-01-18,2.8255036
2011-01-19,0.079536326
2011-01-20,0.19182575
2011-01-21,0.33081526
2011-01-22,0.48334372
2011-01-23,1.2383553
2011-01-24,0.78151244
2011-01-25,2.247456
2011-01-26,2.453475
2011-01-27,0.29688203
2011-01-28,0.052871097
2011-01-29,0.11150587
2011-01-30,0.16519223
2011-01-31,0.032883137
2011-02-01,0.8729653
2011-02-02,0.23486952
2011-02-03,0.3947559
2011-02-04,1.0861069
2011-02-05,4.244429
2011-02-06,3.1767366
2011-02-07,0.46913537
2011-02-08,0.008053102
2011-02-09,0.72063875
2011-02-10,4.788036
2011-02-11,2.630893
2011-02-12,5.6307044
2011-02-13,4.631555
2011-02-14,1.5153931
2011-02-15,2.3899097
2011-02-16,0.92755073
2011-02-17,0.11353656
2011-02-18,0.16187371
2011-02-19,6.447567
2011-02-20,0.44565532
2011-02-21,1.8686081
2011-02-22,2.1377895
2011-02-23,6.0535088
2011-02-24,0.10048713
2011-02-25,1.2339307
2011-02-26,9.066103
2011-02-27,1.6115209
2011-02-28,1.1033652
2011-03-01,0.37773487
2011-03-02,0.076960154
2011-03-03,0.09220555
2011-03-04,0.051199414
2011-03-05,0.2253476
2011-03-06,0.031943567
2011-03-07,0.00047763542
2011-03-08,0.0023985547
2011-03-09,0.39983034
2011-03-10,0.17809105
2011-03-11,0.5470908
2011-03-12,1.3579229
2011-03-13,1.616305
2011-03-14,0.042673465
2011-03-15,0.2724945
2011-03-16,0.24940269
2011-03-17,0.4752611
2011-03-18,2.2004302
2011-03-19,0.016783496
2011-03-20,0.05971977
2011-03-21,0.09516352
2011-03-22,0.023906784
2011-03-23,0.1155758
2011-03-24,0.0055532544
2011-03-25,0.16860168
2011-03-26,0.8553192
2011-03-27,0.094662376
2011-03-28,0.054441478
2011-03-29,0.4866522
2011-03-30,1.3277819
2011-03-31,3.1038034
2011-04-01,0.5774745
2011-04-02,0.18356732
2011-04-03,0.13904603
2011-04-04,0.33986294
2011-04-05,2.153927
2011-04-06,0.3764365
2011-04-07,0.019405657
2011-04-08,0.019728338
2011-04-09,0.011856801
2011-04-10,4.4703484e-05
2011-04-11,0.70029414
2011-04-12,0.2735338
2011-04-13,0.121193625
2011-04-14,0.14828913
2011-04-15,0.71652
2011-04-16,0.36813623
2011-04-17,0.12924585
2011-04-18,0.03386493
2011-04-19,0.012088656
2011-04-20,0.003544525
2011-04-21,0.012526998
2011-04-22,0.055874743
2011-04-23,0.20279363
2011-04-24,0.008859185
2011-04-25,0.001714964
2011-04-26,0.23490803
2011-04-27,0.01896492
2011-04-28,0.053269874
2011-04-29,1.0155108
2011-04-30,0.10694475
2011-05-01,0.07152682
2011-05-02,0.015316266
2011-05-03,0.03513277
2011-05-04,7.219968e-05
2011-05-05,0.1166215
2011-05-06,0.035272203
2011-05-07,3.674526
2011-05-08,5.5052824
2011-05-09,0.16696069
2011-05-10,0.012274387
2011-05-11,0.32510677
2011-05-12,0.57791793
2011-05-13,0.5784831
2011-05-14,1.1833297
2011-05-15,0.28476527
2011-05-16,1.8495041
2011-05-17,0.71988356
2011-05-18,0.49138576
2011-05-19,0.011290734
2011-05-20,0.08734564
2011-05-21,0.32259828
2011-05-22,0.48454604
2011-05-23,0.33864218
2011-05-24,0.122104816
2011-05-25,0.14364915
2011-05-26,2.995279
2011-05-27,0.57104987
2011-05-28,0.45758352
2011-05-29,0.49309
2011-05-30,6.2949696
2011-05-31,0.44070813
2011-06-01,0.0
2011-06-02,0.0033807897
2011-06-03,0.0001531804
2011-06-04,0.3249975
2011-06-05,3.7527194
2011-06-06,2.4129689
2011-06-07,0.19042167
2011-06-08,0.4686543
2011-06-09,0.7660535
2011-06-10,3.6051335
2011-06-11,2.1823208
2011-06-12,10.623683
2011-06-13,1.4592916
2011-06-14,0.0036266588
2011-06-15,0.8259741
2011-06-16,2.8656306
2011-06-17,7.8709407
2011-06-18,6.882029
2011-06-19,1.3445339
2011-06-20,2.8997023
2011-06-21,2.8219583
2011-06-22,4.0710025
2011-06-23,2.9557989
2011-06-24,2.1633942
2011-06-25,3.8087986
2011-06-26,0.017733535
2011-06-27,0.05158241
2011-06-28,5.7632604
2011-06-29,0.26902738
2011-06-30,1.1815436
2011-07-01,0.18714182
2011-07-02,0.1721116
2011-07-03,0.020354807
2011-07-04,0.00926595
2011-07-05,2.478906
2011-07-06,6.1330094
2011-07-07,5.2999554
2011-07-08,5.6061544
2011-07-09,1.4474871
2011-07-10,1.4259177
2011-07-11,0.30386144
2011-07-12,1.4202054
2011-07-13,0.42439446
2011-07-14,0.22240111
2011-07-15,0.07329757
2011-07-16,13.245253
2011-07-17,5.3754888
2011-07-18,3.7505755
2011-07-19,3.4163241
2011-07-20,2.2091353
2011-07-21,2.9456909
2011-07-22,0.8291577
2011-07-23,1.286282
2011-07-24,0.30842865
2011-07-25,0.11347279
2011-07-26,0.26244262
2011-07-27,0.23740636
2011-07-28,0.1679667
2011-07-29,0.329798
2011-07-30,0.187685
2011-07-31,0.077866904
2011-08-01,0.13966964
2011-08-02,0.24364746
2011-08-03,1.931986
2011-08-04,13.354684
2011-08-05,0.32743898
2011-08-06,4.1483536
2011-08-07,1.9791673
2011-08-08,3.1743731
2011-08-09,0.17554154
2011-08-10,4.7893715
2011-08-11,2.6858115
2011-08-12,0.7037112
2011-08-13,3.8346372
2011-08-14,0.46528077
2011-08-15,0.52234715
2011-08-16,2.0583537
2011-08-17,0.13682246
2011-08-18,4.582118
2011-08-19,0.114567935
2011-08-20,0.33386236
2011-08-21,0.4732254
2011-08-22,0.7827597
2011-08-23,6.097735
2011-08-24,0.27517274
2011-08-25,6.2893395
2011-08-26,21.334831
2011-08-27,3.671351
2011-08-28,0.8191353
2011-08-29,0.58551013
2011-08-30,0.5885334
2011-08-31,0.24951942
2011-09-01,0.20195366
2011-09-02,0.029369656
2011-09-03,0.07912605
2011-09-04,8.82449
2011-09-05,1.5611347
2011-09-06,6.761559
2011-09-07,0.9327885
2011-09-08,1.5769587
2011-09-09,1.1054035
2011-09-10,3.1447623
2011-09-11,3.153879
2011-09-12,3.2852848
2011-09-13,0.481805
2011-09-14,0.28018746
2011-09-15,0.029824764
2011-09-16,2.2821324
2011-09-17,2.5607202
2011-09-18,2.9528506
2011-09-19,0.20832631
2011-09-20,2.3535278
2011-09-21,1.3397323
2011-09-22,0.11689229
2011-09-23,0.11404826
2011-09-24,0.116465785
2011-09-25,0.7815796
2011-09-26,0.6611224
2011-09-27,0.03263461
2011-09-28,8.860869e-05
2011-09-29,0.0
2011-09-30,0.0
2011-10-01,0.0
2011-10-02,0.5716489
2011-10-03,0.013571233
2011-10-04,0.17012896
2011-10-05,1.2921175
2011-10-06,2.2030554
2011-10-07,0.45994824
2011-10-08,2.7437458
2011-10-09,5.1273937
2011-10-10,2.8768384
2011-10-11,3.4976068
2011-10-12,4.718899
2011-10-13,0.43037215
2011-10-14,0.050898418
2011-10-15,4.4703484e-05
2011-10-16,0.09439788
2011-10-17,0.9772968
2011-10-18,1.9822685
2011-10-19,0.49831542
2011-10-20,0.2259935
2011-10-21,0.932615
2011-10-22,0.0074400255
2011-10-23,0.00499118
2011-10-24,1.090646
2011-10-25,4.0272965
2011-10-26,2.7550023
2011-10-27,4.6906376
2011-10-28,0.257287
2011-10-29,1.1751018
2011-10-30,0.70448285
2011-10-31,0.16806221
2011-11-01,1.4093704
2011-11-02,1.8056324
2011-11-03,4.4529357
2011-11-04,12.774794
2011-11-05,1.5566846
2011-11-06,0.28346586
2011-11-07,0.90526736
2011-11-08,1.0335004
2011-11-09,0.5459351
2011-11-10,0.40064868
2011-11-11,0.92215544
2011-11-12,1.4344158
2011-11-13,0.110331565
2011-11-14,0.2749762
2011-11-15,0.0961634
2011-11-16,0.15096223
2011-11-17,0.24197641
2011-11-18,0.028770063
2011-11-19,0.011395752
2011-11-20,0.03531646
2011-11-21,0.21148401
2011-11-22,0.919426
2011-11-23,0.17135608
2011-11-24,0.6482789
2011-11-25,0.8464591
2011-11-26,0.3234776
2011-11-27,0.6302086
2011-11-28,0.25448424
2011-11-29,2.3546653
2011-11-30,0.30977315
2011-12-01,7.521155
2011-12-02,0.86444414
2011-12-03,2.5414248
2011-12-04,1.345532
2011-12-05,0.64404833
2011-12-06,1.1620363
2011-12-07,1.8319136
2011-12-08,3.6581118
2011-12-09,0.33373758
2011-12-10,0.36245823
2011-12-11,6.2663236
2011-12-12,5.4638734
2011-12-13,7.79914
2011-12-14,4.777215
2011-12-15,5.013674
2011-12-16,8.52912
2011-12-17,2.0132816
2011-12-18,1.0617796
2011-12-19,5.667589
2011-12-20,1.0481945
2011-12-21,2.8830323
2011-12-22,0.104896896
2011-12-23,8.30378
2011-12-24,0.5714683
2011-12-25,0.23210984
2011-12-26,0.05503234
2011-12-27,0.14311883
2011-12-28,0.46302167
2011-12-29,1.9213011
2011-12-30,6.224378
2011-12-31,1.3816556
2012-01-01,6.700298
2012-01-02,0.68695736
2012-01-03,7.9957757
2012-01-04,2.3355534
2012-01-05,1.504279
2012-01-06,0.22193035
2012-01-07,0.37306547
2012-01-08,0.06958833
2012-01-09,0.0718502
2012-01-10,0.16275607
2012-01-11,0.09234267
2012-01-12,0.3322418
2012-01-13,0.057383575
2012-01-14,0.022629587
2012-01-15,0.045941878
2012-01-16,0.024899397
2012-01-17,0.002879206
2012-01-18,1.4391788
2012-01-19,2.2335744
2012-01-20,2.2155805
2012-01-21,0.684051
2012-01-22,0.3712335
2012-01-23,0.29219916
2012-01-24,5.278296
2012-01-25,1.1146516
2012-01-26,4.5776258
2012-01-27,1.591144
2012-01-28,0.98224044
2012-01-29,1.7371124
2012-01-30,0.6210319
2012-01-31,0.46513328
2012-02-01,0.06412502
2012-02-02,0.18082416
2012-02-03,0.071165286
2012-02-04,5.270217
2012-02-05,5.608707
2012-02-06,1.0359076
2012-02-07,0.22785108
2012-02-08,0.13263062
2012-02-09,3.2585118
2012-02-10,0.23204127
2012-02-11,0.120152935
2012-02-12,1.049511
2012-02-13,1.2016685
2012-02-14,0.27933565
2012-02-15,0.13085109
2012-02-16,0.31976774
2012-02-17,0.26977834
2012-02-18,2.2418964
2012-02-19,0.21109606
2012-02-20,0.66417795
2012-02-21,0.07428681
2012-02-22,1.7691109
2012-02-23,0.36870527
2012-02-24,0.2165899
2012-02-25,0.1090828
2012-02-26,0.037622374
2012-02-27,1.682384
2012-02-28,0.13632646
2012-02-29,0.11696746
2012-03-01,0.010409526
2012-03-02,0.24775602
2012-03-03,1.0131944
2012-03-04,15.080156
2012-03-05,1.033825
2012-03-06,0.26823926
2012-03-07,3.7097661
2012-03-08,0.004416243
2012-03-09,0.23748057
2012-03-10,0.18345281
2012-03-11,0.012677163
2012-03-12,0.009427734
2012-03-13,0.19270803
2012-03-14,0.10430276
2012-03-15,0.02076796
2012-03-16,0.08774824
2012-03-17,5.1686554
2012-03-18,2.3793283
2012-03-19,0.00028622648
2012-03-20,0.09856072
2012-03-21,0.009266926
2012-03-22,2.2351742e-05
2012-03-23,0.008861401
2012-03-24,0.0041300165
2012-03-25,0.008597349
2012-03-26,0.00028143683
2012-03-27,0.0
2012-03-28,-4.4703484e-05
2012-03-29,0.0003373162
2012-03-30,0.0072090575
2012-03-31,0.19229071
2012-04-01,0.06316833
2012-04-02,0.65154815
2012-04-03,9.845297
2012-04-04,9.049193
2012-04-05,0.32052475
2012-04-06,0.947512
2012-04-07,0.56577575
2012-04-08,1.965256
2012-04-09,7.20573
2012-04-10,1.2216073
2012-04-11,3.1219177
2012-04-12,2.21124
2012-04-13,1.4298707
2012-04-14,1.4727427
2012-04-15,0.949144
2012-04-16,0.1869631
2012-04-17,5.723224
2012-04-18,6.2621117
2012-04-19,5.0137777
2012-04-20,3.547745
2012-04-21,2.9603932
2012-04-22,3.041483
2012-04-23,4.89991
2012-04-24,2.272016
2012-04-25,11.421415
2012-04-26,5.4140973
2012-04-27,4.688642
2012-04-28,6.929473
2012-04-29,17.782871
2012-04-30,2.4361727
2012-05-01,5.9707003
2012-05-02,1.7827684
2012-05-03,3.9763608
2012-05-04,1.1459106
2012-05-05,1.3645884
2012-05-06,0.8115774
2012-05-07,3.819639
2012-05-08,3.4083548
2012-05-09,5.0887375
2012-05-10,11.317605
2012-05-11,1.2380648
2012-05-12,0.18848923
2012-05-13,0.07429533
2012-05-14,2.5113668
2012-05-15,4.2403164
2012-05-16,0.2139809
2012-05-17,0.8469616
2012-05-18,1.1142031
2012-05-19,2.5213125
2012-05-20,1.2874328
2012-05-21,0.103597745
2012-05-22,0.0005187023
2012-05-23,0.004459749
2012-05-24,0.0073526585
2012-05-25,0.0
2012-05-26,0.0
2012-05-27,0.0008710084
2012-05-28,0.15556386
2012-05-29,0.26467797
2012-05-30,1.7348459
2012-05-31,3.5780404
2012-06-01,0.7434321
2012-06-02,3.3251855
2012-06-03,10.162483
2012-06-04,2.9259872
2012-06-05,4.4551945
2012-06-06,5.64462
2012-06-07,7.703308
2012-06-08,4.6293764
2012-06-09,2.897114
2012-06-10,4.2306643
2012-06-11,9.185458
2012-06-12,3.4914904
2012-06-13,1.1695973
2012-06-14,2.3831856
2012-06-15,9.938125
2012-06-16,3.1560946
2012-06-17,1.209915
2012-06-18,3.9186063
2012-06-19,0.03397784
2012-06-20,0.16934362
2012-06-21,14.790364
2012-06-22,4.886785
2012-06-23,1.511483
2012-06-24,9.58692
2012-06-25,0.29240397
2012-06-26,0.97524965
2012-06-27,1.5652177
2012-06-28,3.9360175
2012-06-29,0.39508522
2012-06-30,1.2649989
2012-07-01,0.64551795
2012-07-02,5.0097723
2012-07-03,3.794177
2012-07-04,7.403801
2012-07-05,1.4500741
2012-07-06,13.331277
2012-07-07,6.6457906
2012-07-08,8.671342
2012-07-09,1.5723712
2012-07-10,5.311302
2012-07-11,7.123557
2012-07-12,4.2126675
2012-07-13,4.030405
2012-07-14,5.980716
2012-07-15,0.92959476
2012-07-16,4.829669
2012-07-17,2.117673
2012-07-18,4.283511
2012-07-19,1.7395318
2012-07-20,2.9149997
2012-07-21,0.39085382
2012-07-22,0.07154331
2012-07-23,0.00155522
2012-07-24,0.014651035
2012-07-25,0.19978918
2012-07-26,0.18052694
2012-07-27,2.9440026
2012-07-28,0.590458
2012-07-29,2.8972778
2012-07-30,1.1005617
2012-07-31,2.6026833
2012-08-01,2.4811301
2012-08-02,1.3132721
2012-08-03,1.3823044
2012-08-04,3.7845197
2012-08-05,3.7357833
2012-08-06,2.986434
2012-08-07,1.6582903
2012-08-08,1.071616
2012-08-09,0.11586105
2012-08-10,0.0035840839
2012-08-11,0.118088506
2012-08-12,0.032718427
2012-08-13,1.9911318
2012-08-14,3.3469741
2012-08-15,7.4493246
2012-08-16,0.57080626
2012-08-17,4.3055215
2012-08-18,0.37236768
2012-08-19,2.5775013
2012-08-20,0.6990947
2012-08-21,0.440436
2012-08-22,0.25405562
2012-08-23,0.18330877
2012-08-24,3.7656236
2012-08-25,8.486221
2012-08-26,2.0109544
2012-08-27,4.256347
2012-08-28,0.5899975
2012-08-29,4.033465
2012-08-30,5.4970384
2012-08-31,0.08278854
2012-09-01,0.39998388
2012-09-02,0.22735412
2012-09-03,0.08120175
2012-09-04,0.08976388
2012-09-05,0.047522373
2012-09-06,0.269042
2012-09-07,0.22070536
2012-09-08,0.008801708
2012-09-09,0.00015903442
2012-09-10,0.7223101
2012-09-11,1.251245
2012-09-12,4.0331845
2012-09-13,0.047775872
2012-09-14,0.25426587
2012-09-15,-4.4703484e-05
2012-09-16,1.2944932
2012-09-17,0.2551336
2012-09-18,0.41958663
2012-09-19,0.20417605
2012-09-20,1.6083691
2012-09-21,4.053121
2012-09-22,0.12645206
2012-09-23,13.922017
2012-09-24,15.062871
2012-09-25,7.6492767
2012-09-26,5.5483456
2012-09-27,1.6203594
2012-09-28,0.76811975
2012-09-29,0.045257133
2012-09-30,1.969076
2012-10-01,3.3579326
2012-10-02,3.2678638
2012-10-03,3.7752357
2012-10-04,2.2147908
2012-10-05,7.9080806
2012-10-06,5.4349785
2012-10-07,0.025238931
2012-10-08,4.73911
2012-10-09,1.6724461
2012-10-10,0.068544276
2012-10-11,4.76947
2012-10-12,4.8094835
2012-10-13,3.3252532
2012-10-14,0.5476344
2012-10-15,2.7623303
2012-10-16,5.0711417
2012-10-17,8.567046
2012-10-18,6.021498
2012-10-19,5.336008
2012-10-20,2.1459095
2012-10-21,3.3106506
2012-10-22,0.65459853
2012-10-23,0.79566056
2012-10-24,2.2798274
2012-10-25,0.6183149
2012-10-26,2.2280114
2012-10-27,2.2600536
2012-10-28,4.004875
2012-10-29,4.566393
2012-10-30,0.7488366
2012-10-31,2.9480553
2012-11-01,15.128427
2012-11-02,4.1931195
2012-11-03,2.9836507
2012-11-04,8.567881
2012-11-05,2.0946436
2012-11-06,2.5987873
2012-11-07,0.031281885
2012-11-08,0.1415777
2012-11-09,1.1429114
2012-11-10,3.6664605
2012-11-11,0.3284796
2012-11-12,1.5116297
2012-11-13,0.08684783
2012-11-14,0.04147268
2012-11-15,0.10718778
2012-11-16,1.4839352
2012-11-17,3.4389112
2012-11-18,0.1412675
2012-11-19,1.0172751
2012-11-20,3.3781042
2012-11-21,15.611041
2012-11-22,4.227082
2012-11-23,6.125649
2012-11-24,7.971539
2012-11-25,11.10022
2012-11-26,12.776138
2012-11-27,5.324189
2012-11-28,1.6718911
2012-11-29,1.0080348
2012-11-30,0.4188663
2012-12-01,3.3921688
2012-12-02,0.93620896
2012-12-03,5.757176
2012-12-04,1.7846166
2012-12-05,2.3850749
2012-12-06,5.7727017
2012-12-07,5.586827
2012-12-08,0.68724847
2012-12-09,1.3780313
2012-12-10,1.2344007
2012-12-11,0.51114964
2012-12-12,0.19276878
2012-12-13,0.28831574
2012-12-14,15.096407
2012-12-15,2.3599062
2012-12-16,3.1175132
2012-12-17,2.7352004
2012-12-18,0.48822317
2012-12-19,3.5762813
2012-12-20,15.992616
2012-12-21,2.092264
2012-12-22,16.517517
2012-12-23,2.9423811
2012-12-24,8.392068
2012-12-25,4.475607
2012-12-26,5.1342883
2012-12-27,3.61307
2012-12-28,3.2905192
2012-12-29,4.264125
2012-12-30,2.5035784
2012-12-31,4.2583303
2013-01-01,0.40396962
2013-01-02,2.1172445
2013-01-03,0.19951972
2013-01-04,0.1803626
2013-01-05,0.26125166
2013-01-06,0.1397085
2013-01-07,0.86443746
2013-01-08,3.383709
2013-01-09,1.669364
2013-01-10,1.0511822
2013-01-11,0.7646011
2013-01-12,3.0046856
2013-01-13,0.88452476
2013-01-14,5.4225883
2013-01-15,1.696901
2013-01-16,0.13397102
2013-01-17,0.46507794
2013-01-18,4.883062
2013-01-19,1.5796636
2013-01-20,5.297462
2013-01-21,4.7052603
2013-01-22,2.9838686
2013-01-23,1.5239499
2013-01-24,0.6148404
2013-01-25,0.7594135
2013-01-26,8.312653
2013-01-27,4.466581
2013-01-28,2.7536688
2013-01-29,4.0470233
2013-01-30,3.4276505
2013-01-31,1.1283511
2013-02-01,3.0540283
2013-02-02,1.1219479
2013-02-03,0.7266539
2013-02-04,0.37181342
2013-02-05,4.2379804
2013-02-06,2.894017
2013-02-07,0.8880037
2013-02-08,1.791491
2013-02-09,1.5078325
2013-02-10,8.489035
2013-02-11,2.152623
2013-02-12,0.49635983
2013-02-13,2.8716507
2013-02-14,10.048972
2013-02-15,0.02556711
2013-02-16,0.008429179
2013-02-17,0.0019858459
2013-02-18,0.02435932
2013-02-19,0.105260916
2013-02-20,0.1679658
2013-02-21,0.2739063
2013-02-22,0.7725538
2013-02-23,1.1210313
2013-02-24,0.92594415
2013-02-25,1.0224471
2013-02-26,0.70227534
2013-02-27,0.24061109
2013-02-28,0.52348477
2013-03-01,0.299619
2013-03-02,0.055252973
2013-03-03,0.10591072
2013-03-04,0.027771773
2013-03-05,0.00028436384
2013-03-06,0.48167756
2013-03-07,2.374955
2013-03-08,5.616742
2013-03-09,6.1929126
2013-03-10,1.2939091
2013-03-11,4.0409884
2013-03-12,1.6647676
2013-03-13,1.6583986
2013-03-14,0.4841697
2013-03-15,4.5145144
2013-03-16,6.363254
2013-03-17,6.059731
2013-03-18,2.758543
2013-03-19,1.4919138
2013-03-20,2.3865795
2013-03-21,0.6683762
2013-03-22,4.190793
2013-03-23,5.0159698
2013-03-24,0.73301286
2013-03-25,0.61735165
2013-03-26,0.8607065
2013-03-27,0.8525833
2013-03-28,0.63511086
2013-03-29,0.31635574
2013-03-30,0.5480224
2013-03-31,0.20373896
2013-04-01,0.3559733
2013-04-02,0.098732345
2013-04-03,0.45132735
2013-04-04,0.74918365
2013-04-05,1.4369924
2013-04-06,0.04618198
2013-04-07,0.0021662563
2013-04-08,0.082898796
2013-04-09,2.0515206
2013-04-10,2.7687702
2013-04-11,1.6932216
2013-04-12,3.6976194
2013-04-13,4.4005237
2013-04-14,0.34934762
2013-04-15,0.1309813
2013-04-16,0.6198578
2013-04-17,0.7963072
2013-04-18,0.70207596
2013-04-19,1.8398861
2013-04-20,0.0003569183
2013-04-21,0.02998699
2013-04-22,0.15200807
2013-04-23,0.15428095
2013-04-24,0.41684997
2013-04-25,1.483214
2013-04-26,4.1557884
2013-04-27,1.4725077
2013-04-28,0.56807107
2013-04-29,0.67895865
2013-04-30,0.0850561
2013-05-01,0.054990076
2013-05-02,0.31482276
2013-05-03,0.0012206534
